pdb_id,author_family_name
1hu6,Forsyth
1hu6,Lehrer
1hu6,Tack
1hu7,Sawai
1hu7,Waring
1hu7,Kearney
1hu7,McCray Jr.
1hu7,Forsyth
1hu7,Lehrer
1hu7,Tack
1hua,Holmbeck
1hua,Petillo
1hua,Lerner
1hue,Vis
1hue,Mariani
1hue,Vorgias
1hue,Wilson
1hue,Kaptein
1hue,Boelens
1hui,Olsen
1hui,Ludvigsen
1hui,Kaarsholm
1hum,Lodi
1hum,Garrett
1hum,Kuszewski
1hum,Tsang
1hum,Weatherbee
1hum,Leonard
1hum,Gronenborn
1hum,Clore
1hun,Lodi
1hun,Garrett
1hun,Kuszewski
1hun,Tsang
1hun,Weatherbee
1hun,Leonard
1hun,Gronenborn
1hun,Clore
1hv2,Botuyan
1hv2,Mer
1hv2,Yi
1hv2,Koth
1hv2,Case
1hv2,Edwards
1hv2,Chazin
1hv2,Arrowsmith
1hvn,South
1hvn,Summers
1hvo,South
1hvo,Summers
1hvw,Tedford
1hvw,Fletcher
1hvw,King
1hvz,Trabi
1hvz,Schirra
1hvz,Craik
1hwq,Flinders
1hwq,Dieckmann
1hwv,Lin
1hwv,Huang
1hwv,Kolbanovskii
1hwv,Hingerty
1hwv,Amin
1hwv,Broyde
1hwv,Geacintov
1hwv,Patel
1hx2,Rosengren
1hx2,Daly
1hx2,Scanlon
1hx2,Craik
1hx4,Lin
1hx4,Huang
1hx4,Kolbanovskii
1hx4,Hingerty
1hx4,Amin
1hx4,Broyde
1hx4,Geacintov
1hx4,Patel
1hx7,Pan
1hx7,Maciejewski
1hx7,Marintchev
1hx7,Mullen
1hxv,Vogtherr
1hxv,Jacobs
1hxv,Parac
1hxv,Maurer
1hxv,Pahl
1hxv,Saxena
1hxv,Ruterjans
1hxv,Griesinger
1hxv,Fiebig
1hy8,Xu
1hy8,Tam
1hy8,Lin
1hy8,Hixon
1hy8,Fritz
1hy8,Powers
1hy9,Ludvigsen
1hy9,Thim
1hy9,Blom
1hy9,Wulff
1hyi,Kutateladze
1hyi,Overduin
1hyj,Kutateladze
1hyj,Overduin
1hyk,Bolin
1hyk,Anderson
1hyk,Trulson
1hyk,Thompson
1hyk,Wilken
1hyk,Kent
1hyk,Gantz
1hyk,Millhauser
1hym,Cai
1hym,Gong
1hym,Prakash
1hym,Krishnamoorthi
1hyw,Maxwell
1hyw,Yee
1hyw,Booth
1hyw,Arrowsmith
1hyw,Gold
1hyw,Davidson
1hz0,Brown
1hz0,Hingerty
1hz0,Guenther
1hz0,Krishnan
1hz0,Broyde
1hz0,Turteltaub
1hz0,Cosman
1hz2,Dooley
1hz2,Tsarouhtsis
1hz2,Korbel
1hz2,Nechev
1hz2,Shearer
1hz2,Zegar
1hz2,Harris
1hz2,Stone
1hz2,Harris
1hz3,Zhang
1hz3,Iwata
1hz3,Lachenmann
1hz3,Peng
1hz3,Li
1hz3,Stimson
1hz3,Lu
1hz3,Felix
1hz3,Maggio
1hz3,Lee
1hz8,Kurniawan
1hz8,Aliabadizadeh
1hz8,Brereton
1hz8,Kroon
1hz8,Smith
1hze,Truffault
1hze,Coles
1hze,Diercks
1hze,Abelmann
1hze,Eberhardt
1hze,Luttgen
1hze,Bacher
1hze,Kessler
1hzk,Tanaka
1hzk,Fukuda-Ishisaka
1hzk,Hirama
1hzk,Otani
1hzl,Tanaka
1hzl,Fukuda-Ishisaka
1hzl,Hirama
1hzl,Otani
1hzm,Farooq
1hzm,Chaturvedi
1hzm,Mujtaba
1hzm,Plotnikova
1hzm,Zeng
1hzm,Dhalluin
1hzm,Ashton
1hzm,Zhou
1hzn,Giragossian
1hzn,Mierke
1i02,Sue
1i02,Jarrell
1i02,Brisson
1i02,Wu
1i0u,Kurniawan
1i0u,Aliabadizadeh
1i0u,Brereton
1i0u,Kroon
1i0u,Smith
1i11,Cary
1i11,Read
1i11,Davis
1i11,Driscoll
1i11,Crane-Robinson
1i16,Muhlhahn
1i16,Zweckstetter
1i16,Georgescu
1i16,Ciosto
1i16,Renner
1i16,Lanzendorfer
1i16,Lang
1i16,Ambrosius
1i16,Baier
1i16,Kurth
1i16,Holak
1i17,Mo
1i17,Moore
1i17,Cohen
1i17,Westaway
1i17,Prusiner
1i17,Wright
1i17,Dyson
1i18,Truffault
1i18,Coles
1i18,Diercks
1i18,Abelmann
1i18,Eberhardt
1i18,Luttgen
1i18,Bacher
1i18,Kessler
1i1s,Li
1i1s,Zhang
1i1s,White
1i1s,Kriwacki
1i25,Shu
1i25,Lu
1i25,Gu
1i25,Liang
1i26,Bernard
1i26,Corzo
1i26,Mosbah
1i26,Nakajima
1i26,Darbon
1i2u,Lamberty
1i2u,Caille
1i2u,Landon
1i2u,Tassin-Moindrot
1i2u,Hetru
1i2u,Bulet
1i2u,Vovelle
1i2v,Lamberty
1i2v,Caille
1i2v,Landon
1i2v,Tassin-Moindrot
1i2v,Hetru
1i2v,Bulet
1i2v,Vovelle
1i34,Kuryavyi
1i34,Majumdar
1i34,Shallop
1i34,Chernichenko
1i34,Skripkin
1i34,Jones
1i34,Patel
1i35,Gronwald
1i35,Huber
1i35,Grunewald
1i35,Sporner
1i35,Wohlgemuth
1i35,Herrmann
1i35,Kalbitzer
1i3x,Blanchard
1i3x,Puglisi
1i3y,Blanchard
1i3y,Puglisi
1i42,Yuan
1i42,Shaw
1i42,Zhang
1i42,Kondo
1i42,Lally
1i42,Freemont
1i42,Matthews
1i46,Kim
1i46,Tinoco Jr.
1i4b,Kim
1i4b,Tinoco Jr.
1i4c,Kim
1i4c,Tinoco Jr.
1i4v,Ferentz
1i4v,Walker
1i4v,Wagner
1i56,Kobashigawa
1i56,Tsuda
1i56,Nitta
1i5h,Kanelis
1i5h,Rotin
1i5h,Forman-Kay
1i5j,MacRaild
1i5j,Hatters
1i5j,Howlett
1i5j,Gooley
1i5t,Yao
1i5t,Qian
1i5t,Ye
1i5t,Wang
1i5t,Bai
1i5t,Tang
1i5u,Qian
1i5u,Yao
1i5u,Ye
1i5u,Wang
1i5u,Tang
1i5u,Wang
1i5u,Wu
1i5u,Lu
1i5u,Xie
1i5u,Huang
1i5v,Favier
1i5v,Blackledge
1i5v,Simorre
1i5v,Crouzy
1i5v,Dabouis
1i5v,Gueiffier
1i5v,Marion
1i5v,Debouzy
1i6c,Wintjens
1i6c,Wieruszeski
1i6c,Drobecq
1i6c,Rousselot-Pailley
1i6c,Buee
1i6c,Lippens
1i6c,Landrieu
1i6d,Reincke
1i6d,Perez
1i6d,Pristovsek
1i6d,Lucke
1i6d,Ludwig
1i6d,Lohr
1i6d,Rogov
1i6d,Ludwig
1i6d,Ruterjans
1i6e,Reincke
1i6e,Perez
1i6e,Pristovsek
1i6e,Lucke
1i6e,Ludwig
1i6e,Lohr
1i6e,Rogov
1i6e,Ludwig
1i6e,Ruterjans
1i6f,Jablonsky
1i6f,Jackson
1i6f,Krishna
1i6g,Jablonsky
1i6g,Jackson
1i6g,Krishna
1i6y,Smith
1i6y,Le Calvez
1i6y,Parra-Gessert
1i6y,Preece
1i6y,Jia
1i6y,Assa-Munt
1i6z,Briknarova
1i6z,Takayama
1i6z,Brive
1i6z,Havert
1i6z,Knee
1i6z,Velasco
1i6z,Homma
1i6z,Cabezas
1i6z,Stuart
1i6z,Hoyt
1i6z,Satterthwait
1i6z,Llinas
1i6z,Reed
1i6z,Ely
1i7v,Li
1i7v,Tamura
1i7v,Wilkinson
1i7v,Harris
1i7v,Harris
1i7v,Stone
1i87,Falzone
1i87,Wang
1i87,Vu
1i87,Scott
1i87,Bhattacharya
1i87,Lecomte
1i8c,Falzone
1i8c,Wang
1i8c,Vu
1i8c,Scott
1i8c,Bhattacharya
1i8c,Lecomte
1i8e,Smith
1i8e,Le Calvez
1i8e,Parra-Gessert
1i8e,Preece
1i8e,Jia
1i8e,Assa-Munt
1i8g,Wintjens
1i8g,Wieruszeski
1i8g,Drobecq
1i8g,Rousselot-Pailley
1i8g,Buee
1i8g,Lippens
1i8g,Landrieu
1i8h,Wintjens
1i8h,Wieruszeski
1i8h,Drobecq
1i8h,Rousselot-Pailley
1i8h,Buee
1i8h,Lippens
1i8h,Landrieu
1i8x,Vranken
1i8x,James
1i8x,Bennett
1i8x,Ni
1i8y,Vranken
1i8y,James
1i8y,Bennett
1i8y,Ni
1i93,Smith
1i93,Le Calvez
1i93,Parra-Gessert
1i93,Preece
1i93,Jia
1i93,Assa-Munt
1i98,Smith
1i98,Le Calvez
1i98,Parra-Gessert
1i98,Preece
1i98,Jia
1i98,Assa-Munt
1i9f,Zhang
1i9f,Harada
1i9f,Cho
1i9f,Frankel
1i9f,Wemmer
1i9k,Snoussi
1i9k,Nonin-Lecomte
1i9k,Leroy
1ib7,Shahzad
1ib7,Dangi
1ib7,Blankman
1ib7,Guiles
1ib8,Yu
1ib8,Gunasekera
1ib8,Mack
1ib8,Olejniczak
1ib8,Chovan
1ib8,Ruan
1ib8,Towne
1ib8,Lerner
1ib8,Fesik
1ib9,Felizmenio-Quimio
1ib9,Daly
1ib9,Craik
1iba,Eberstadt
1iba,Grdadolnik
1iba,Gemmecker
1iba,Kessler
1iba,Buhr
1iba,Erni
1ibi,Schuler
1ibi,Kloiber
1ibi,Matt
1ibi,Bister
1ibi,Konrat
1ibn,Han
1ibn,Bushweller
1ibn,Cafiso
1ibn,Tamm
1ibo,Han
1ibo,Bushweller
1ibo,Cafiso
1ibo,Tamm
1ibx,Zhou
1ibx,Lugovskoy
1ibx,McCarty
1ibx,Li
1ibx,Wagner
1ic9,Ottesen
1ic9,Imperiali
1ica,Cornet
1ica,Bonmatin
1ica,Hetru
1ica,Hoffmann
1ica,Ptak
1ica,Vovelle
1ich,Sukits
1ich,Lin
1ich,Hsu
1ich,Malakian
1ich,Powers
1ich,Xu
1icl,Ottesen
1icl,Imperiali
1ico,Ottesen
1ico,Imperiali
1icy,Bader
1icy,Rytz
1icy,Lerch
1icy,Beck-Sickinger
1icy,Zerbe
1id6,Sato
1id6,Kawaguchi
1id6,Kimura
1id6,Tanimura
1id6,Sone
1id7,Sato
1id7,Kawaguchi
1id7,Kimura
1id7,Tanimura
1id7,Sone
1id8,Tollinger
1id8,Eichmuller
1id8,Konrat
1id8,Huhta
1id8,Marsh
1id8,Krautler
1idg,Zeng
1idg,Moise
1idg,Grant
1idg,Hawrot
1idh,Zeng
1idh,Moise
1idh,Grant
1idh,Hawrot
1idi,Zeng
1idi,Moise
1idi,Grant
1idi,Hawrot
1idl,Zeng
1idl,Moise
1idl,Grant
1idl,Hawrot
1idv,Rijnbrand
1idv,Thiviyanathan
1idv,Kaluarachchi
1idv,Lemon
1idv,Gorenstein
1idx,Ghosh
1idx,Rumpal
1idx,Varshney
1idx,Chary
1idy,Furukawa
1idy,Oda
1idy,Nakamura
1idz,Furukawa
1idz,Oda
1idz,Nakamura
1ie1,Bouvet
1ie1,Allain
1ie1,Finger
1ie1,Dieckmann
1ie1,Feigon
1ie2,Bouvet
1ie2,Allain
1ie2,Finger
1ie2,Dieckmann
1ie2,Feigon
1ie5,Atkins
1ie5,Chung
1ie5,Deechongkit
1ie5,Little
1ie5,Edelman
1ie5,Wright
1ie5,Cunningham
1ie5,Dyson
1ie6,Lee
1ie6,Lee
1ie6,Takeuchi
1ie6,Takahashi
1ie6,Sato
1ie6,Shin
1ie6,Kim
1ie6,Kim
1ieh,Vranken
1ieh,Tolkatchev
1ieh,Xu
1ieh,Tanha
1ieh,Chen
1ieh,Narang
1ieh,Ni
1iek,Soliva
1iek,Monaco
1iek,Gomez-Pinto
1iek,Meeuwenoord
1iek,Marel
1iek,Boom
1iek,Gonzalez
1iek,Orozco
1ien,Sharpe
1ien,Gehrmann
1ien,Loughnan
1ien,Thomas
1ien,Adams
1ien,Atkins
1ien,Palant
1ien,Craik
1ien,Adams
1ien,Alewood
1ien,Lewis
1ieo,Sharpe
1ieo,Gehrmann
1ieo,Loughnan
1ieo,Thomas
1ieo,Adams
1ieo,Atkins
1ieo,Palant
1ieo,Craik
1ieo,Adams
1ieo,Alewood
1ieo,Lewis
1iet,Falzone
1iet,Mayer
1iet,Whiteman
1iet,Moore
1iet,Lecomte
1ieu,Falzone
1ieu,Mayer
1ieu,Whiteman
1ieu,Moore
1ieu,Lecomte
1iey,Soliva
1iey,Monaco
1iey,Gomez-Pinto
1iey,Meeuwenoord
1iey,Marel
1iey,Boom
1iey,Gonzalez
1iey,Orozco
1iez,Kelly
1iez,Ball
1iez,Krieger
1iez,Yu
1iez,Fischer
1iez,Schiffmann
1iez,Schmieder
1iez,Kuhne
1iez,Bermel
1iez,Bacher
1iez,Richter
1iez,Oschkinat
1ifw,Kozlov
1ifw,Siddiqui
1ifw,Coillet-Matillon
1ifw,Trempe
1ifw,Ekiel
1ifw,Sprules
1ifw,Gehring
1ify,Mueller
1ify,Feigon
1ig4,Ohki
1ig4,Shimotake
1ig4,Fujita
1ig4,Jee
1ig4,Ikegami
1ig4,Nakao
1ig4,Shirakawa
1ig6,Lin
1ig6,Tsui
1ig6,Case
1ig6,Yuan
1ig6,Chen
1igl,Torres
1igl,Forbes
1igl,Aplin
1igl,Wallace
1igl,Francis
1igl,Norton
1ih0,Wang
1ih0,Li
1ih0,Spyracopoulos
1ih0,Beier
1ih0,Chandra
1ih0,Solaro
1ih0,Sykes
1ih9,Shenkarev
1ih9,Balashova
1ih9,Efremov
1ih9,Yakimenko
1ih9,Ovchinnikova
1ih9,Raap
1ih9,Arseniev
1ihq,Greenfield
1ihq,Huang
1ihq,Palm
1ihq,Swapna
1ihq,Monleon
1ihq,Montelione
1ihq,Hitchcock-DeGregori
1ihv,Lodi
1ihv,Ernst
1ihv,Kuszewski
1ihv,Hickman
1ihv,Engelman
1ihv,Craigie
1ihv,Clore
1ihv,Gronenborn
1ihw,Lodi
1ihw,Ernst
1ihw,Kuszewski
1ihw,Hickman
1ihw,Engelman
1ihw,Craigie
1ihw,Clore
1ihw,Gronenborn
1ii1,Ghosh
1ii1,Rumpal
1ii1,Varshney
1ii1,Chary
1iie,Jasanoff
1iie,Wagner
1iie,Wiley
1iij,Goetz
1iij,Carlotti
1iij,Bontems
1iij,Dufourc
1iio,Lee
1iio,Edwards
1iio,Arrowsmith
1iio,McIntosh
1ija,Ilangovan
1ija,Ton-That
1ija,Iwahara
1ija,Schneewind
1ija,Clubb
1ijc,Torres
1ijc,Kini
1ijc,Selvanayagam
1ijc,Kuchel
1ijp,Dmitriev
1ijp,Fillingame
1ijz,Moy
1ijz,Diblasio
1ijz,Wilhelm
1ijz,Powers
1ik0,Moy
1ik0,Diblasio
1ik0,Wilhelm
1ik0,Powers
1ik1,Huang
1ik1,Alexandrov
1ik1,Chen
1ik1,Barnes 3rd.
1ik1,Zhang
1ik1,Dutta
1ik1,Pascal
1ik8,Scarselli
1ik8,Spiga
1ik8,Ciutti
1ik8,Bernini
1ik8,Bracci
1ik8,Lelli
1ik8,Lozzi
1ik8,Calamandrei
1ik8,Di Maro
1ik8,Klein
1ik8,Niccolai
1ikc,Scarselli
1ikc,Spiga
1ikc,Ciutti
1ikc,Bernini
1ikc,Bracci
1ikc,Lelli
1ikc,Lozzi
1ikc,Calamandrei
1ikc,Di Maro
1ikc,Klein
1ikc,Niccolai
1ikd,Ramos
1ikd,Varani
1ikl,Rajarathnam
1ikl,Clark-Lewis
1ikl,Sykes
1ikm,Rajarathnam
1ikm,Clark-Lewis
1ikm,Sykes
1iku,Tanaka
1iku,Ames
1iku,Harvey
1iku,Stryer
1iku,Ikura
1il6,Xu
1il6,Yu
1il6,Hong
1il6,Stahl
1il6,McDonagh
1il6,Kay
1il6,Cumming
1il8,Clore
1il8,Appella
1il8,Yamada
1il8,Matsushima
1il8,Gronenborn
1ilf,Wolf-Watz
1ilf,Grundstrom
1ilf,Hard
1ilo,Bhattacharyya
1ilo,Habibi-Nazhad
1ilo,Slupsky
1ilo,Sykes
1ilo,Wishart
1ilp,Skelton
1ilp,Quan
1ilp,Reilly
1ilp,Lowman
1ilq,Skelton
1ilq,Quan
1ilq,Reilly
1ilq,Lowman
1ily,Woestenenk
1ily,Gongadze
1ily,Shcherbakov
1ily,Rak
1ily,Garber
1ily,Hard
1ily,Berglund
1im1,Rogers
1im1,Luginbuhl
1im1,Shen
1im1,McCabe
1im1,Stevens
1im1,Wemmer
1im7,Phan Chan Du
1im7,Limal
1im7,Semetey
1im7,Dali
1im7,Jolivet
1im7,Desgranges
1im7,Cung
1im7,Briand
1im7,Petit
1im7,Muller
1imi,Maslennikov
1imi,Shenkarev
1imi,Zhmak
1imi,Ivanov
1imi,Methfessel
1imi,Tsetlin
1imi,Arseniev
1iml,Perez-Alvarado
1iml,Kosa
1iml,Louis
1iml,Beckerle
1iml,Winge
1iml,Summers
1imo,Krishnan
1imo,Thornton
1imo,Thelen
1imo,Cosman
1imp,Osborne
1imp,Breeze
1imp,Lian
1imp,Reilly
1imp,James
1imp,Kleanthous
1imp,Moore
1imq,Osborne
1imq,Breeze
1imq,Lian
1imq,Reilly
1imq,James
1imq,Kleanthous
1imq,Moore
1imt,Boisbouvier
1imt,Albrand
1imt,Blackledge
1imt,Jaquinod
1imt,Schweitz
1imt,Lazdunski
1imt,Marion
1imu,Parsons
1imu,Eisenstein
1imu,Orban
1imw,Lowman
1imw,Chen
1imw,Skelton
1imw,Mortensen
1imw,Tomlinson
1imw,Sadick
1imw,Robinson
1imw,Clark
1in1,Krishnan
1in1,Thornton
1in1,Thelen
1in1,Cosman
1in2,Skelton
1in2,Chen
1in2,Dubree
1in2,Quan
1in2,Jackson
1in2,Cochran
1in2,Zobel
1in2,Deshayes
1in2,Baca
1in2,Pisabarro
1in2,Lowman
1in3,Skelton
1in3,Chen
1in3,Dubree
1in3,Quan
1in3,Jackson
1in3,Cochran
1in3,Zobel
1in3,Deshayes
1in3,Baca
1in3,Pisabarro
1in3,Lowman
1inz,Koshiba
1inz,Kigawa
1inz,Kikuchi
1inz,Yokoyama
1io6,Kawasaki
1io6,Ogura
1io6,Yuzawa
1io6,Terasawa
1io6,Hatanaka
1io6,Mandiyan
1io6,Schlessinger
1io6,Inagaki
1iob,Shaanan
1iob,Gronenborn
1iob,Cohen
1iob,Gilliland
1iob,Veerapandian
1iob,Davies
1iob,Clore
1iog,Olsen
1iog,Ludvigsen
1iog,Kaarsholm
1ioh,Olsen
1ioh,Ludvigsen
1ioh,Kaarsholm
1ioj,Rozek
1ioj,Sparrow
1ioj,Weisgraber
1ioj,Cushley
1iou,Tochio
1iou,Tsui
1iou,Banfield
1iou,Zhang
1iox,Miura
1iox,Doura
1iox,Aizawa
1iox,Tada
1iox,Seno
1iox,Yamada
1iox,Kawano
1ip0,Miura
1ip0,Doura
1ip0,Aizawa
1ip0,Tada
1ip0,Seno
1ip0,Yamada
1ip0,Kawano
1ip9,Terasawa
1ip9,Noda
1ip9,Ito
1ip9,Hatanaka
1ip9,Ichikawa
1ip9,Ogura
1ip9,Sumimoto
1ip9,Inagaki
1ipg,Terasawa
1ipg,Noda
1ipg,Ito
1ipg,Hatanaka
1ipg,Ichikawa
1ipg,Ogura
1ipg,Sumimoto
1ipg,Inagaki
1iq3,Koshiba
1iq3,Kigawa
1iq3,Iwahara
1iq3,Kikuchi
1iq3,Yokoyama
1iqo,Lee
1iqo,Shin
1iqo,Bang
1iqo,Jung
1iqo,Yee
1iqo,Arrowsmith
1iqo,Lee
1iqs,Lee
1iqs,Shin
1iqs,Bang
1iqs,Jung
1iqs,Yee
1iqs,Arrowsmith
1iqs,Lee
1iqt,Katahira
1iqt,Miyanoiri
1iqt,Enokizono
1iqt,Matsuda
1iqt,Nagata
1iqt,Ishikawa
1iqt,Uesugi
1ir5,Liu
1ir5,Vu
1ir5,Kearns
1irf,Furui
1irf,Uegaki
1irf,Yamazaki
1irf,Shirakawa
1irf,Swindells
1irf,Harada
1irf,Taniguchi
1irf,Kyogoku
1irg,Furui
1irg,Uegaki
1irg,Yamazaki
1irg,Shirakawa
1irg,Swindells
1irg,Harada
1irg,Taniguchi
1irg,Kyogoku
1irh,Mine
1irh,Yamazaki
1irh,Miyata
1irh,Hara
1irh,Kato
1irl,Mott
1irl,Baines
1irl,Hall
1irl,Cooke
1irl,Driscoll
1irl,Weir
1irl,Campbell
1irp,Stockman
1irp,Scahill
1irp,Strakalaitis
1irp,Brunner
1irp,Yem
1irp,Deibel Jr.
1irr,Miura
1irr,Kamimura
1irr,Aizawa
1irr,Kiuchi
1irr,Hayakawa
1irr,Mizuguchi
1irr,Kawano
1irs,Zhou
1irs,Huang
1irs,Olejniczak
1irs,Meadows
1irs,Shuker
1irs,Miyazaki
1irs,Trub
1irs,Shoelson
1irs,Fesik
1iry,Mishima
1iry,Sakai
1iry,Itoh
1iry,Kamiya
1iry,Furuichi
1iry,Takahashi
1iry,Yamagata
1iry,Iwai
1iry,Nakabeppu
1iry,Shirakawa
1irz,Hosoda
1irz,Imamura
1irz,Katoh
1irz,Hatta
1irz,Tachiki
1irz,Yamada
1irz,Mizuno
1irz,Yamazaki
1isk,Wu
1isk,Ebrahimian
1isk,Zawrotny
1isk,Thornburg
1isk,Perez-Alvarado
1isk,Brothers
1isk,Pollack
1isk,Summers
1it1,Harada
1it1,Fukuoka
1it1,Ohmura
1it1,Fukunishi
1it1,Kawai
1it1,Fujiwara
1it1,Akutsu
1it4,Sugiyama
1it4,Ohtani
1it4,Izuhara
1it4,Koike
1it4,Suzuki
1it4,Imamura
1it4,Misaki
1it5,Sugiyama
1it5,Ohtani
1it5,Izuhara
1it5,Koike
1it5,Suzuki
1it5,Imamura
1it5,Misaki
1itf,Klaus
1itf,Gsell
1itf,Labhardt
1itf,Wipf
1itf,Senn
1iti,Powers
1iti,Garrett
1iti,March
1iti,Frieden
1iti,Gronenborn
1iti,Clore
1itl,Smith
1itl,Redfield
1itl,Boyd
1itl,Lawrence
1itl,Edwards
1itl,Smith
1itl,Dobson
1itm,Redfield
1itm,Smith
1itm,Boyd
1itm,Lawrence
1itm,Edwards
1itm,Gershater
1itm,Smith
1itm,Dobson
1itp,Sasakawa
1itp,Yoshinaga
1itp,Kojima
1itp,Tamura
1ity,Nishikawa
1ity,Okamura
1ity,Nagadoi
1ity,Konig
1ity,Rhodes
1ity,Nishimura
1iu0,Long
1iu0,Tochio
1iu0,Wang
1iu0,Fan
1iu0,Sala
1iu0,Niethammer
1iu0,Sheng
1iu0,Zhang
1iu2,Long
1iu2,Tochio
1iu2,Wang
1iu2,Fan
1iu2,Sala
1iu2,Niethammer
1iu2,Sheng
1iu2,Zhang
1iuf,Kikuchi
1iuf,Iwahara
1iuf,Kigawa
1iuf,Murakami
1iuf,Okazaki
1iuf,Yokoyama
1iur,Kobayashi
1iur,Koshiba
1iur,Kigawa
1iur,Yokoyama
1iuy,Inoue
1iuy,Kigawa
1iuy,Yokoyama
1iv0,Inoue
1iv0,Kigawa
1iv0,Yokoyama
1iv6,Nishikawa
1iv6,Okamura
1iv6,Nagadoi
1iv6,Konig
1iv6,Rhodes
1iv6,Nishimura
1iva,Reily
1iva,Holub
1iva,Gray
1iva,Norris
1iva,Adams
1ivm,Obita
1ivm,Ueda
1ivm,Imoto
1ivt,Krimm
1ivt,Ostlund
1ivt,Gilquin
1ivt,Couprie
1ivt,Hossenlopp
1ivt,Mornon
1ivt,Bonne
1ivt,Courvalin
1ivt,Worman
1ivt,Zinn-Justin
1ivz,Maeda
1ivz,Inoue
1ivz,Koshiba
1ivz,Yabuki
1ivz,Aoki
1ivz,Nunokawa
1ivz,Seki
1ivz,Matsuda
1ivz,Motoda
1ivz,Kobayashi
1ivz,Hiroyasu
1ivz,Shirouzu
1ivz,Terada
1ivz,Hayami
1ivz,Ishizuka
1ivz,Shinya
1ivz,Tatsuguchi
1ivz,Yoshida
1ivz,Hirota
1ivz,Matsuo
1ivz,Tani
1ivz,Arakawa
1ivz,Carninci
1ivz,Kawai
1ivz,Hayashizaki
1ivz,Kigawa
1ivz,Yokoyama
1iw4,Hemmi
1iw4,Yoshida
1iw4,Kumazaki
1iw4,Nemoto
1iw4,Hasegawa
1iw4,Nishioka
1iw4,Kyogoku
1iw4,Yokosawa
1iw4,Kobayashi
1iwc,Fujitani
1iwc,Kanagawa
1iwc,Aizawa
1iwc,Ohkubo
1iwc,Kaya
1iwc,Demura
1iwc,Kawano
1iwc,Nishimura
1iwc,Taniguchi
1iwc,Nitta
1iwf,Fujitani
1iwf,Kanagawa
1iwf,Aizawa
1iwf,Ohkubo
1iwf,Kaya
1iwf,Demura
1iwf,Kawano
1iwf,Nishimura
1iwf,Taniguchi
1iwf,Nitta
1ix5,Suzuki
1ix5,Nagata
1ix5,Yumoto
1ix5,Kawakami
1ix5,Nemoto
1ix5,Furutani
1ix5,Adachi
1ix5,Maruyama
1ix5,Tanokura
1ixa,Baron
1ixa,Norman
1ixa,Harvey
1ixa,Handford
1ixa,Mayhew
1ixa,Tse
1ixa,Brownlee
1ixa,Campbell
1ixd,Saito
1ixd,Kigawa
1ixd,Koshiba
1ixd,Sato
1ixd,Matsuo
1ixd,Sakamoto
1ixd,Takagi
1ixd,Shirouzu
1ixd,Yabuki
1ixd,Nunokawa
1ixd,Seki
1ixd,Matsuda
1ixd,Aoki
1ixd,Miyata
1ixd,Hirakawa
1ixd,Inoue
1ixd,Terada
1ixd,Nagase
1ixd,Kikuno
1ixd,Nakayama
1ixd,Ohara
1ixd,Tanaka
1ixd,Yokoyama
1ixt,Miles
1ixt,Dy
1ixt,Nielsen
1ixt,Barnham
1ixt,Hinds
1ixt,Olivera
1ixt,Bulaj
1ixt,Norton
1ixu,Kanaori
1ixu,Kamei
1ixu,Taniguchi
1ixu,Koyama
1ixu,Yasui
1ixu,Takano
1ixu,Imada
1ixu,Tajima
1ixu,Hara
1iy3,Kumeta
1iy3,Miura
1iy3,Kobashigawa
1iy3,Miura
1iy3,Oka
1iy3,Nemoto
1iy3,Nitta
1iy3,Tsuda
1iy4,Kumeta
1iy4,Miura
1iy4,Kobashigawa
1iy4,Miura
1iy4,Oka
1iy4,Nemoto
1iy4,Nitta
1iy4,Tsuda
1iy5,Hemmi
1iy5,Kumazaki
1iy5,Yamazaki
1iy5,Kojima
1iy5,Yoshida
1iy5,Kyogoku
1iy5,Katsu
1iy5,Shinohara
1iy5,Yokosawa
1iy5,Miura
1iy5,Kobayashi
1iy6,Hemmi
1iy6,Kumazaki
1iy6,Yamazaki
1iy6,Kojima
1iy6,Yoshida
1iy6,Kyogoku
1iy6,Katsu
1iy6,Shinohara
1iy6,Yokosawa
1iy6,Miura
1iy6,Kobayashi
1iyc,Hemmi
1iyc,Ishibashi
1iyc,Tomie
1iyc,Yamakawa
1iyf,Sakata
1iyf,Yamaguchi
1iyf,Kurimoto
1iyf,Kikuchi
1iyf,Yokoyama
1iyf,Yamada
1iyf,Kawahara
1iyf,Yokosawa
1iyf,Hattori
1iyf,Mizuno
1iyf,Tanaka
1iyf,Kato
1iyg,Ohashi
1iyg,Hirota
1iyg,Yamazaki
1iyg,Koshiba
1iyg,Hamada
1iyg,Yoshida
1iyg,Yokoyama
1iym,Katoh
1iym,Hong
1iym,Tsunoda
1iym,Murata
1iym,Takai
1iym,Minami
1iym,Yamazaki
1iym,Katoh
1iyr,Fukushima
1iyr,Kikuchi
1iyr,Koshiba
1iyr,Kigawa
1iyr,Kuroda
1iyr,Yokoyama
1iyt,Crescenzi
1iyt,Tomaselli
1iyt,Guerrini
1iyt,Salvadori
1iyt,
1iyt,Temussi
1iyt,Picone
1iyu,Berg
1iyu,Vervoort
1iyu,de Kok
1iyv,Berg
1iyv,Vervoort
1iyv,de Kok
1iyy,Hatano
1iyy,Kojima
1iyy,Suzuki
1iyy,Tanokura
1iyy,Takahashi
1j03,Suzuki
1j03,Hatanaka
1j03,Kigawa
