bmrb_id,author_family_name
2277,Segre
2277,Simmaco
2278,Pochapsky
2278,Pochapsky
2278,Ye
2279,Hilbers
2279,Konings
2279,Slijper
2279,van de Ven
2281,Baron
2281,Boyd
2281,Campbell
2281,Driscoll
2281,Main
2281,Mardon
2282,Arseniev
2282,Bystrov
2282,Ivanov
2282,Kozhich
2282,Maslennikov
2282,Ovchinnikov
2283,Guittet
2283,Lallemand
2283,LaPlante
2283,Martin-Eau Claire
2283,Mikou
2283,Rochat
2284,Guittet
2284,Lallemand
2284,LaPlante
2284,Martin-Eau Claire
2284,Mikou
2284,Rochat
2285,Bachovchin
2285,Kaiser
2285,Richards
2285,Roberts
2288,Kainosho
2288,Tsuji
2324,Kalbitzer
2324,Marquetant
2324,Rosch
2324,Schirmer
2325,Kalbitzer
2325,Marquetant
2325,Rosch
2325,Schirmer
2326,Kalbitzer
2326,Marquetant
2326,Rosch
2326,Schirmer
2327,Eberle
2327,Klaus
2327,Peters
2327,Sander
2327,Schmidt
2327,von Figura
2328,Bolinger
2328,Lee
2328,Mortishire-Smith
2328,Wright
2329,Bolinger
2329,Lee
2329,Mortishire-Smith
2329,Wright
2331,Clayden
2331,Inagaki
2331,Tamiya
2331,Williams
2338,King
2338,Wright
2345,Dugad
2345,La Mar
2345,Unger
2346,Dugad
2346,La Mar
2346,Unger
2347,Dugad
2347,La Mar
2347,Unger
2348,Dugad
2348,La Mar
2348,Unger
2352,La Mar
2352,Lecomte
2352,Smit
2352,Winterhalter
2353,Arata
2353,Saito
2353,Sato
2353,Shimada
2353,Torigoe
2353,Waelchli
2366,Chien
2366,Dickinson
2366,Moore
2366,Williams
2367,Chien
2367,Dickinson
2367,Moore
2367,Williams
2368,Chien
2368,Dickinson
2368,Moore
2368,Williams
2371,Dijkstra
2371,Robillard
2371,Scheek
2371,van Dijk
2371,van Hoesel
2371,van Nuland
2384,Carr
2395,Gooley
2395,MacKenzie
2396,Penington
2396,Rule
2410,Engh
2410,Hansen
2410,Hesse
2410,Holak
2410,Kaluza
2410,Muhlhahn
2410,Renner
2410,Schumacher
2410,Stoll
2410,Voelter
2425,Baldwin
2425,Kuwajima
2426,Baldwin
2426,Kuwajima
2431,Craig
2431,Emerson
2431,Kehres
2431,La Mar
2431,Lecomte
2431,Pande
2431,Smith
2432,Craig
2432,Emerson
2432,Kehres
2432,La Mar
2432,Lecomte
2432,Pande
2432,Smith
2433,Craig
2433,Emerson
2433,Kehres
2433,La Mar
2433,Lecomte
2433,Pande
2433,Smith
2434,Craig
2434,Emerson
2434,Kehres
2434,La Mar
2434,Lecomte
2434,Pande
2434,Smith
2435,Hikichi
2435,Hiraoki
2435,Ikura
2435,Mikuni
2435,Yagi
2435,Yazawa
2436,Hikichi
2436,Hiraoki
2436,Ikura
2436,Mikuni
2436,Yagi
2436,Yazawa
2437,Hikichi
2437,Hiraoki
2437,Ikura
2437,Mikuni
2437,Yagi
2437,Yazawa
2438,Hikichi
2438,Hiraoki
2438,Ikura
2438,Mikuni
2438,Yagi
2438,Yazawa
2439,Hikichi
2439,Hiraoki
2439,Ikura
2439,Mikuni
2439,Yagi
2439,Yazawa
2440,Hikichi
2440,Hiraoki
2440,Ikura
2440,Mikuni
2440,Yagi
2440,Yazawa
2442,Grillenbeck
2442,Limmer
2442,Reiser
2442,Schirmer
2442,Sprinzl
2443,Grillenbeck
2443,Limmer
2443,Reiser
2443,Schirmer
2443,Sprinzl
2446,Delepierre
2446,Dobson
2446,Poulsen
2454,Mayo
2454,Prestegard
2454,Tyrell
2455,De Marco
2455,Guarneri
2455,Menegatti
2457,Cechova
2457,Strop
2457,Wuthrich
2463,Chan
2463,Markley
2472,Degani
2472,Gochin
2473,Boelens
2473,De Marco
2473,Kaptein
2473,Llinas
2473,Petros
2474,Boelens
2474,De Marco
2474,Kaptein
2474,Llinas
2474,Petros
2475,Boelens
2475,De Marco
2475,Kaptein
2475,Llinas
2475,Petros
2476,Reid
2476,Saunders
2488,Avizonis
2488,Moench
2488,Satterlee
2489,Avizonis
2489,Moench
2489,Satterlee
2498,Kobayashi
2498,Kobayashi
2498,Koyama
2498,Kyogoku
2498,Nishimura
2498,Ohkubo
2498,Sato
2498,Yasuda
2506,Fesik
2506,Zuiderweg
2512,Auld
2512,Bertini
2512,Donaire
2512,Messori
2512,Moratal
2513,Auld
2513,Bertini
2513,Donaire
2513,Messori
2513,Moratal
2527,Gong
2527,Krishnamoorthi
2527,Sun Lin
2527,VanderVelde
2528,Fieser
2528,Houghten
2528,Lerner
2528,Ostresh
2528,Rance
2528,Tsang
2528,Wright
2529,Fieser
2529,Houghten
2529,Lerner
2529,Ostresh
2529,Rance
2529,Tsang
2529,Wright
2539,Billeter
2539,Neri
2539,Wuthrich
2542,Kikuchi
2542,Ohkubo
2542,Taniyama
2545,O'Neil
2545,Yee
2546,Appella
2546,Clore
2546,Gronenborn
2546,Omichinski
2546,Perham
2546,Robien
2546,Sakaguchi
2547,Appella
2547,Clore
2547,Gronenborn
2547,Omichinski
2547,Perham
2547,Robien
2547,Sakaguchi
2573,Dellwo
2573,Schneider
2573,Wand
2574,Dellwo
2574,Schneider
2574,Wand
2575,Alexander
2575,Bryan
2575,Orban
2580,Abdulaeva
2580,Arseniev
2580,Bystrov
2580,Musina
2580,Sobol
2590,Deber
2590,Glibowicka
2590,Joensson
2590,Li
2590,Xu
2591,Deber
2591,Glibowicka
2591,Joensson
2591,Li
2591,Xu
2592,Deber
2592,Glibowicka
2592,Joensson
2592,Li
2592,Xu
2606,Bachovchin
2606,Farr-Jones
2606,Kettner
2606,Shenvi
2606,Wong
2607,Bachovchin
2607,Farr-Jones
2607,Kettner
2607,Shenvi
2607,Wong
2608,Bachovchin
2608,Farr-Jones
2608,Kettner
2608,Shenvi
2608,Wong
2609,Bachovchin
2609,Farr-Jones
2609,Kettner
2609,Shenvi
2609,Wong
2610,Bachovchin
2610,Farr-Jones
2610,Kettner
2610,Shenvi
2610,Wong
2611,Bachovchin
2611,Farr-Jones
2611,Kettner
2611,Shenvi
2611,Wong
2612,Bachovchin
2612,Farr-Jones
2612,Kettner
2612,Shenvi
2612,Wong
2613,Bachovchin
2613,Farr-Jones
2613,Kettner
2613,Shenvi
2613,Wong
2614,Bachovchin
2614,Farr-Jones
2614,Kettner
2614,Shenvi
2614,Wong
2615,Bachovchin
2615,Farr-Jones
2615,Kettner
2615,Shenvi
2615,Wong
2616,Bachovchin
2616,Farr-Jones
2616,Kettner
2616,Shenvi
2616,Wong
2617,Bachovchin
2617,Farr-Jones
2617,Kettner
2617,Shenvi
2617,Wong
2618,Bachovchin
2618,Farr-Jones
2618,Kettner
2618,Shenvi
2618,Wong
2619,Bachovchin
2619,Farr-Jones
2619,Kettner
2619,Shenvi
2619,Wong
2620,Bachovchin
2620,Farr-Jones
2620,Kettner
2620,Shenvi
2620,Wong
2621,Bachovchin
2621,Farr-Jones
2621,Kettner
2621,Shenvi
2621,Wong
2622,Bachovchin
2622,Farr-Jones
2622,Kettner
2622,Shenvi
2622,Wong
2623,Bachovchin
2623,Farr-Jones
2623,Kettner
2623,Shenvi
2623,Wong
2624,Bachovchin
2624,Farr-Jones
2624,Kettner
2624,Shenvi
2624,Wong
2625,Bachovchin
2625,Farr-Jones
2625,Kettner
2625,Shenvi
2625,Wong
2627,Bachovchin
2627,Farr-Jones
2627,Kettner
2627,Shenvi
2627,Wong
2628,Bachovchin
2628,Farr-Jones
2628,Kettner
2628,Shenvi
2628,Wong
2630,Cottam
2630,Ho
2630,Simplaceanu
2630,Tjandra
2631,Cottam
2631,Ho
2631,Simplaceanu
2631,Tjandra
2632,Cottam
2632,Ho
2632,Simplaceanu
2632,Tjandra
2638,Castells
2638,Donaire
2638,Jimenez
2638,Martinez-Ferrer
2638,Moratal
2638,Salgado
2639,Castells
2639,Donaire
2639,Jimenez
2639,Martinez-Ferrer
2639,Moratal
2639,Salgado
2640,Castells
2640,Donaire
2640,Jimenez
2640,Martinez-Ferrer
2640,Moratal
2640,Salgado
2641,Castells
2641,Donaire
2641,Jimenez
2641,Martinez-Ferrer
2641,Moratal
2641,Salgado
2642,Castells
2642,Donaire
2642,Jimenez
2642,Martinez-Ferrer
2642,Moratal
2642,Salgado
2651,Guest
2651,Laue
2651,Miles
2651,Perham
2651,Radford
2651,Texter
2652,Goto
2652,Hamaguchi
2652,Hayashi
2652,Kawata
2652,Kobayashi
2652,Kyogoku
2707,Bunn
2707,Jue
2707,La Mar
2707,Nagai
2708,Bunn
2708,Jue
2708,La Mar
2708,Nagai
2709,Bunn
2709,Jue
2709,La Mar
2709,Nagai
2710,Bunn
2710,Jue
2710,La Mar
2710,Nagai
2711,Bunn
2711,Jue
2711,La Mar
2711,Nagai
2712,Bunn
2712,Jue
2712,La Mar
2712,Nagai
2718,Clore
2718,Gronenborn
2718,Schmeissner
2718,Wingfield
2719,Clore
2719,Gronenborn
2719,Schmeissner
2719,Wingfield
2763,Sanders
2763,Smillie
2763,Sykes
2764,Jardetzky
2764,Lane
2768,Gierasch
2768,Jordan
2768,Landry
2768,McMacken
2784,Arango
2784,Baldisseri
2784,Bax
2784,Kay
2784,Nicholson
2784,Torchia
2784,Young
2785,Arango
2785,Baldisseri
2785,Bax
2785,Kay
2785,Nicholson
2785,Torchia
2785,Young
2786,Dobson
2786,Ferguson
2786,Poulsen
2786,Williams
2787,Hosur
2787,Wider
2787,Wuthrich
2798,Gong
2798,Hahn
2798,Krishnamoorthi
2798,Sun Lin
2798,VanderVelde
2799,Gong
2799,Hahn
2799,Krishnamoorthi
2799,Sun Lin
2799,VanderVelde
2802,Cafiso
2802,Ellena
2802,Kelsh
2804,King
2804,Mills
2804,O'Donoghue
2804,Smith
2852,Brew
2852,Constantine
2852,Ingham
2852,Llinas
2853,Brew
2853,Constantine
2853,Ingham
2853,Llinas
2856,Adler
2856,Wagner
2858,Dwek
2858,Perkins
2868,Craescu
2868,Martineau
2917,Cassels
2917,Dobson
2917,Poulsen
2917,Williams
2928,Bruix
2928,Gonzalez
2928,Herranz
2928,Neira
2928,Nieto
2928,Rico
2928,Santoro
2935,Keating
2935,La Mar
2935,Shiau
2935,Smith
2936,Keating
2936,La Mar
2936,Shiau
2936,Smith
2939,Campbell
2939,Felix
2939,Frohman
2939,Fry
2939,Greeley
2939,Heimer
2939,Madison
2939,Mowles
2939,Toome
2939,Wegrzynski
2940,Campbell
2940,Felix
2940,Frohman
2940,Fry
2940,Greeley
2940,Heimer
2940,Madison
2940,Mowles
2940,Toome
2940,Wegrzynski
2941,Campbell
2941,Felix
2941,Frohman
2941,Fry
2941,Greeley
2941,Heimer
2941,Madison
2941,Mowles
2941,Toome
2941,Wegrzynski
2948,Brakch
2948,Cohen
2948,D'Auria
2948,Dettin
2948,Di Bello
2948,Paolillo
2948,Rholam
2948,Saviano
2948,Scatturin
2948,Simonetti
2950,de Croos
2950,Johnson
2950,Kar
2950,Matsumura
2950,Roman
2951,de Croos
2951,Johnson
2951,Kar
2951,Matsumura
2951,Roman
2956,Gorenstein
2956,Kaluarachchi
2956,Karslake
2956,Moulin
2956,Nikonowicz
2956,Piotto
2956,Spangler
2956,Wisniowski
2957,Dobson
2957,Poulsen
2957,Redfield
2958,Clore
2958,Forman-Kay
2958,Gronenborn
2958,Wingfield
2959,Clore
2959,Forman-Kay
2959,Gronenborn
2959,Wingfield
2960,Cieslar
2960,Clore
2960,Gronenborn
2968,Cai
2968,Timkovich
2968,Walker
2990,Gierasch
2990,Jordan
2990,Landry
2990,McMacken
2991,Gierasch
2991,Jordan
2991,Landry
2991,McMacken
2999,Albrand
2999,Gaillard
2999,Moulis
2999,Wemmer
3000,Albrand
3000,Gaillard
3000,Moulis
3000,Wemmer
3032,Grutter
3032,Heinz
3032,Hyberts
3032,Peng
3032,Priestle
3032,Wagner
3036,Hodges
3036,Sonnichsen
3036,Sykes
3036,Van Eyk
3065,Kirpichnikov
3065,Kurochkin
3065,Skryabin
3078,Bray
3078,Okon
3078,Vucelic
3079,Bray
3079,Okon
3079,Vucelic
3084,Bertini
3084,Luchinat
3084,Pierattelli
3084,Vila
3085,Bertini
3085,Luchinat
3085,Pierattelli
3085,Vila
3118,Hodges
3118,Shaw
3118,Sykes
3119,Hodges
3119,Shaw
3119,Sykes
3127,Hofmann
3127,O'Neil
3127,Shelling
3127,Sykes
3128,Hofmann
3128,O'Neil
3128,Shelling
3128,Sykes
3322,Eberhardt
3322,Gilbert
3322,Hazlewood
3322,Nagy
3322,Raghothama
3322,Simpson
3322,White
3322,Wigelsworth
3322,Williamson
3394,Junius
3394,King
3394,Weiss
3404,Hodges
3404,Kay
3404,Sykes
3404,Zhou
3427,Barden
3427,Kemp
3433,Rosen
3433,Schreiber
3433,Yu
3435,Baleux
3435,Huynh-Dinh
3435,Macquaire
3435,Neumann
3435,Rouge
3435,Sanson
3436,Baleux
3436,Huynh-Dinh
3436,Macquaire
3436,Neumann
3436,Rouge
3436,Sanson
3437,Baleux
3437,Huynh-Dinh
3437,Macquaire
3437,Neumann
3437,Rouge
3437,Sanson
3440,Bruix
3440,Pascual
3440,Rico
3440,Santoro
3440,Serrano
3441,Bartik
3441,Dobson
3441,Redfield
3442,Craescu
3442,Martineau
3449,Barden
3449,Cuthbertson
3456,Achstetter
3456,Bonmatin
3456,Bonnat
3456,Gallet
3456,Hoffmann
3456,Keppi
3456,Legrain
3456,Ptak
3456,Reichhart
3456,Vovelle
3466,Bjorck
3466,Drakenberg
3466,Forsen
3466,Kastern
3466,Sjobring
3466,Wikstrom
3471,Blancuzzi
3471,Cave
3471,Padilla
3471,Parello
3472,Blancuzzi
3472,Cave
3472,Padilla
3472,Parello
3485,Braach-Maksvytis
3485,Cross
3485,Norton
3485,Wachter
3524,Birdsall
3524,Chau
3524,Cheung
3524,Feeney
3524,Frenkiel
3525,Birdsall
3525,Chau
3525,Cheung
3525,Feeney
3525,Frenkiel
3548,Barron
3548,Craik
3548,Lambert
3548,Nielsen
3548,Wade
4001,Abildgaard
4001,Amburgey
4001,Hilt
4001,Shah
4001,Starich
4001,Weber
4010,Abeygunawardana
4010,Alexandrescu
4010,Gittis
4010,Shortle
4011,Archer
4011,Jacks
4011,Le Gal-Coeffet
4011,Sorimachi
4011,Williamson
4011,Williamson
4012,Dabora
4012,Marqusee
4012,Pelton
4019,Gippert
4019,Koide
4019,Reymond
4019,Wright
4020,Boelens
4020,Doreleijers
4020,Herd
4020,Kaptein
4020,Langedijk
4020,Rullmann
4020,Schaaper
4020,van Oirschot
4022,Edlund
4022,Holak
4022,Jonsson
4022,Ross
4022,Sethson
4023,Celda
4023,Montelione
4023,Nilsson
4023,Tashiro
4023,Tejero
4023,Zimmerman
4024,Dutnall
4024,Neuhaus
4024,Rhodes
4027,Altmann
4027,Labhardt
4027,Senn
4027,Wuthrich
4028,Barbash
4028,Cline
4028,Kanaar
4028,Lee
4028,Rio
4028,Robertson
4028,Rudner
4028,Volkman
4028,Wemmer
4029,Barbash
4029,Cline
4029,Kanaar
4029,Lee
4029,Rio
4029,Robertson
4029,Rudner
4029,Volkman
4029,Wemmer
4030,Ames
4030,Ikura
4030,Kainosho
4030,Stryer
4030,Tanaka
4031,Laity
4031,Montelione
4031,Rios
4031,Scheraga
4031,Shimotakahara
4031,Zimmerman
4032,Laity
4032,Montelione
4032,Rios
4032,Scheraga
4032,Shimotakahara
4032,Zimmerman
4033,Casimiro
4033,Evans
4033,Kliewer
4033,Provencal
4033,Sem
4033,Wright
4034,Casimiro
4034,Evans
4034,Kliewer
4034,Provencal
4034,Sem
4034,Wright
4035,Egan
4035,Fesik
4035,Holzman
4035,Liang
4035,Meadows
4035,Petros
4035,Robins
4035,Walter
4035,Yoon
4036,Bruccoleri
4036,Colson
4036,Constantine
4036,Farmer
4036,Friedrichs
4036,Lam
4036,Langley
4036,Leet
4036,Metzler
4036,Mueller
4036,Schroeder
4036,Tuttle
4036,Wittekind
4036,Zein
4037,Baker
4037,Clubb
4037,Fejzo
4037,Ferguson
4037,Thanabal
4037,Wagner
4037,Walsh
4037,Zydowsky
4038,Alam
4038,Markley
4038,Satterlee
4038,Volkman
4039,Rizo
4039,Shao
4039,Sudhof
4040,Adelman
4040,Brody
4040,Urbauer
4041,Rizo
4041,Shao
4041,Sudhof
4042,Bertini
4042,Felli
4042,Kastrau
4042,Luchinat
4042,Piccioli
4042,Viezzoli
4043,Jablonsky
4043,Krishna
4043,Watt
4044,Balasubramanian
4044,Beger
4044,Bennett
4044,Bolton
4044,Mosbaugh
4045,Fesik
4045,Tse-Dinh
4045,Yu
4045,Zhu
4046,Bax
4046,Kim
4046,Vuister
4046,Wu
4047,Boelens
4047,Kaptein
4047,Mariani
4047,Stroop
4047,Vis
4047,Vorgias
4047,Wilson
4048,Arrowsmith
4048,Harvey
4048,Lee
4048,Litchfield
4048,Yau
4048,Yin
4049,Fesik
4049,Hansen
4049,Henkin
4049,Mazar
4049,Meadows
4049,Nettesheim
4049,Olejniczak
4049,Pederson
4049,Petros
4049,Xu
4050,Markley
4050,Prantner
4050,Volkman
4050,Wilkens
4050,Xia
4051,Markley
4051,Prantner
4051,Volkman
4051,Wilkens
4051,Xia
4052,Abildgaard
4052,Dzakula
4052,Truckses
4052,Wang
4052,Zolnai
4053,Abildgaard
4053,Dzakula
4053,Truckses
4053,Wang
4053,Zolnai
4054,Alexandrescu
4054,Blommers
4054,Dames
4054,Engel
4054,Kammerer
4054,Schulthess
4054,Wiltscheck
4055,Alexandrescu
4055,Blommers
4055,Dames
4055,Engel
4055,Kammerer
4055,Schulthess
4055,Wiltscheck
4056,Mitsuhiko
4056,Osawa
4056,Swindells
4056,Tanikawa
4056,Toshio
4056,Toshiyasu
4056,Toshiyuki
4057,Annila
4057,Drakenberg
4057,Kerovuo
4057,Kontteli
4057,Lindeberg
4057,Linder
4057,Mattinen
4057,Reinikainen
4058,Annila
4058,Drakenberg
4058,Kerovuo
4058,Kontteli
4058,Lindeberg
4058,Linder
4058,Mattinen
4058,Reinikainen
4059,Annila
4059,Drakenberg
4059,Kerovuo
4059,Kontteli
4059,Lindeberg
4059,Linder
4059,Mattinen
4059,Reinikainen
4060,Chen
4060,Huang
4060,Huang
4060,Lee
4060,Lin
4060,Shaw
4061,Jennings
4061,Stone
4061,Wright
4062,Chiu
4062,Dalvit
4062,Pochapsky
4062,Sligar
4062,Theriault
4062,Wright
4063,Castner
4063,Frieden
4063,Hoffman
4063,Kaubisch
4063,King
4063,Krakover
4063,March
4063,Moy
4063,Powers
4063,Price
4063,Richardson
4064,Chanda
4064,Killar
4064,Moy
4064,Pisano
4064,Powers
4064,Sung
4064,Urbano
4065,Bieber
4065,Dutton
4065,Gibney
4065,Rabanal
4065,Skalicky
4065,Wand
4066,Markley
4066,Westler
4066,Wilkens
4066,Xia
4067,Abildgaard
4067,Caldwell
4067,Hellekant
4067,Markley
4067,Ming
4068,Choe
4068,Dzakula
4068,Kuloglu
4068,Markley
4069,Carver
4069,Francis
4069,Keniry
4069,Laajoki
4069,Le Breton
4069,Shooter
4069,Wallace
4070,Glockshuber
4070,Guntert
4070,Pellecchia
4070,Wuthrich
4071,Borremans
4071,Fant
4071,Martins
4071,Vranken
4072,Chang
4072,Comolli
4072,Pelton
4073,Markley
4073,Volkman
4073,Xia
4074,Markley
4074,Volkman
4074,Xia
4075,Dixon
4075,Miles
4075,Otting
4075,Weigelt
4076,Koide
4076,Pham
4077,Fesik
4077,Gemmecker
4077,Meadows
4077,Nettesheim
4077,Olejniczak
4077,Xu
4078,Almeida
4078,Biltonen
4078,Jerala
4078,Rule
4078,Ye
4079,Broadhurst
4079,Grasser
4079,Hardman
4079,Laue
4079,Raine
4079,Thomas
4080,Slupsky
4080,Sykes
4081,Gsell
4081,Labhardt
4081,Senn
4081,Werner
4081,Wipf
4082,Bell
4082,Constantine
4082,Ernst
4082,Friedrichs
4082,Lavoie
4082,Metzler
4082,Mueller
4083,Dahlquist
4083,Domaille
4083,Krywko
4083,Lowry
4083,Matsumura
4083,Moy
4084,Clore
4084,Garrett
4084,Gronenborn
4084,Lodi
4084,Shamoo
4084,Williams
4085,Kanaar
4085,Lee
4085,Rio
4085,Wemmer
4086,Byeon
4086,Ericson
4086,Kim
4086,Kraynov
4086,Selby
4086,Tevelev
4086,Tsai
4087,Androphy
4087,Baleja
4087,Mello
4087,Veeraraghavan
4088,Assa-Munt
4088,Lambris
4088,Morikis
4088,Sahu
4089,BLANQUET
4089,DARDEL
4089,LAZENNEC
4089,MEINNEL
4089,RAGUSA
4090,Clore
4090,Clubb
4090,Gronenborn
4090,Mizuuchi
4090,Schumacher
4091,Bohlen
4091,Campbell
4091,Moy
4091,Powers
4091,Seddon
4092,Bushweller
4092,Huang
4092,Speck
4093,Bax
4093,Clore
4093,Garrett
4093,Gronenborn
4093,Powers
4093,Stahl
4093,Wingfield
4094,Clore
4094,Frieden
4094,Garrett
4094,Gronenborn
4094,March
4094,Powers
4095,Aymerich
4095,Kochoyan
4095,Manival
4095,Steinmetz
4095,Strub
4095,Yang
4096,Alam
4096,Markley
4096,Satterlee
4096,Volkman
4097,Gunther
4097,Handel
4097,Marqusee
4098,He
4098,Hsu
4098,Magliocca
4098,Stark
4098,Storch
4098,Wang
4099,Baldisseri
4099,Drohat
4099,Rustandi
4099,Weber
4099,Wilder
4100,Chen
4100,Itakura
4100,Whitson
4100,Yuan
4101,Groenewegen
4101,Hilbers
4101,Pepermans
4101,Prompers
4101,van_Schaik
4102,Dyson
4102,Scrofani
4102,Wright
4103,Fernandez
4103,Iwai
4103,Kainosho
4103,Ono
4103,Szyperski
4103,Tate
4103,Wuthrich
4104,Fernandez
4104,Iwai
4104,Kainosho
4104,Ono
4104,Szyperski
4104,Tate
4104,Wuthrich
4105,Baldisseri
4105,Drohat
4105,Rustandi
4105,Weber
4106,Clore
4106,Garrett
4106,Gronenborn
4106,Liao
4106,Peterkofsky
4106,Seok
4107,Alexandrescu
4107,Rathgeb-Szabo
4108,Alexandrescu
4108,Rathgeb-Szabo
4109,Chen
4109,Davis
4109,Driscoll
4109,Pfuhl
4110,Carpick
4110,Nanduri
4110,Qin
4110,Williams
4110,Yang
4111,Connerton
4111,Daniel
4111,Dougan
4111,Frankel
4111,Kelly
4111,Matthews
4111,Prasannan
4112,Bruix
4112,Galvez
4112,Langdon
4112,Maqueda
4112,Rico
4112,Valdivia
4113,Bushweller
4113,Kelley
4114,Carr
4114,Feeney
4114,Frenkiel
4114,Klempnauer
4114,McCormick
4114,McIntosh
4114,Wollborn
4115,Boetzel
4115,Czisch
4115,Hemmings
4115,James
4115,Kaptein
4115,Kleanthous
4115,MacDonald
4115,Moore
4116,Boetzel
4116,Czisch
4116,Hemmings
4116,James
4116,Kaptein
4116,Kleanthous
4116,MacDonald
4116,Moore
4117,Canters
4117,Dijk
4117,Hard
4117,Kalverda
4117,Kriek
4117,Moller
4117,Perez
4117,Siegal
4120,Heus
4120,Hilbers
4120,Kolk
4120,Pleij
4120,Van der Graaf
4120,Wijmenga
4121,Behravan
4121,Ippel
4121,Larsson
4121,Lundqvist
4121,Lycksell
4121,Schleucher
4121,Wijmenga
4121,Zdunek
4122,Altieri
4122,Baldisseri
4122,Byrd
4122,Gmeiner
4122,Horita
4122,Smithgall
4122,Zhang
4123,Banville
4123,Ekiel
4123,Gehring
4123,Koshy
4123,Shen
4123,Slon-Usakiewicz
4124,Banville
4124,Ekiel
4124,Gehring
4124,Koshy
4124,Shen
4124,Slon-Usakiewicz
4125,Chattopadhyaya
4125,Foldesi
4125,Glemarec
4125,Kirsebom
4125,Kufel
4125,Maltseva
4125,Sandstrom
4126,Bryson
4126,Cheng
4126,DeGrado
4126,Roder
4126,Walsh
4127,Bachovchin
4127,Bullock
4127,Luo
4127,Sanford
4128,Hayashi
4128,Kosada
4128,Kyogoku
4128,Morita
4128,Yamazaki
4129,Cox
4129,Craescu
4129,Engelborghs
4129,Precheur
4129,Sakamoto
4129,van Riel
4130,Banville
4130,Dangi
4130,Guiles
4130,Sarma
4130,Yan
4131,Banville
4131,Dangi
4131,Guiles
4131,Sarma
4131,Yan
4132,Chen
4132,Chen
4132,Liu
4132,Shen
4133,Farid
4133,Greenfield
4133,Hitchcock-DeGregori
4133,Montelione
4134,Alexandrescu
4134,Jaravine
4134,Lamour
4135,Kainosho
4135,Kodama
4135,Kojima
4135,Kyogoku
4135,Miyashita
4135,Ono
4135,Ono
4135,Tanaka
4135,Yamazaki
4135,Yasuno
4136,Coles
4136,Groeger
4136,Kessler
4136,Lebendiker
4136,Schuldiner
4136,Schwaiger
4136,Schwarz
4136,Yerushalmi
4137,Markley
4137,Westler
4137,Wilkens
4137,Xia
4138,Chen
4138,Chou
4138,Hom
4138,Huang
4138,Huang
4138,Laio
4140,Tessari
4140,van Bergen en Henegouwen
4140,van Delft
4140,Versteeg
4140,Vuister
4140,Whitehead
4141,Ferretti
4141,Gruschus
4141,Nirenberg
4141,Tsao
4141,Wang
4142,Lerche
4142,Poulsen
4143,Berezin
4143,Bock
4143,Jensen
4143,Poulsen
4143,Soroka
4143,Thomsen
4144,Elorante
4144,Hodach
4144,Kostourou
4144,Matthews
4144,Wienzierl
4145,Booker
4145,Hinds
4145,Mulhern
4145,Norton
4145,Pursglove
4146,Abildgaard
4146,Fillingame
4146,Girvin
4146,Markley
4146,Rastogi
4147,Grzesiek
4147,Hilbers
4147,Hoffmann
4147,Kloks
4147,Omichinski
4147,Vuister
4148,Annila
4148,Drakenberg
4148,Linder
4148,Mattinen
4149,Kazanis
4149,Kuti
4149,Pochapsky
4150,Dijkstra
4150,Grotzinger
4150,Grzesiek
4150,Heinrich
4150,Kernebek
4150,Kurapkat
4150,Muller-Newen
4150,Pflanz
4150,Scheek
4150,Wollmer
4151,Girvin
4151,Rastogi
4152,Barzu
4152,Burlacu-Miron
4152,Craescu
4152,Gilles
4152,Mispelter
4152,Perrier
4153,Casimiro
4153,Dyson
4153,Foster
4153,Holmbeck
4153,Sem
4153,Wright
4154,Jain
4154,Kuti
4154,Lyons
4154,Pochapsky
4155,Crump
4155,Kim
4155,Rajarathnam
4155,Sykes
4156,Darby
4156,Dijkstra
4156,Kemmink
4156,Mariani
4156,Nilges
4156,Penka
4156,Scheek
4157,Arrowsmith
4157,Hwang
4157,Shan
4157,Vogel
4157,Zhou
4158,Bruix
4158,Campos-Olivas
4158,Gavilanes
4158,Lacadena
4158,Martinez del Pozo
4158,Rico
4158,Santoro
4159,Connolly
4159,Hoch
4159,Stern
4160,Clubb
4160,Connolly
4160,Wojciak
4161,Furui
4161,Harada
4161,Kyogoku
4161,Shirakawa
4161,Taniguchi
4161,Uegaki
4161,Yamazaki
4162,Berezin
4162,Bock
4162,Jensen
4162,Poulsen
4162,Soroka
4162,Thomsen
4163,Borremans
4163,Fant
4163,Vranken
4164,Abdallah
4164,Atkinson
4164,Kieffer
4164,Lefevre
4164,Salah El Din
4165,Clubb
4165,Connolly
4165,Wojciak
4166,Chae
4166,Markley
4167,Chae
4167,Markley
4168,Dolmer
4168,Gettins
4168,Huang
4168,Liao
4169,Abdallah
4169,Atkinson
4169,Kieffer
4169,Lefevre
4169,Salah El Din
4170,Bauer
4170,Gao
4170,Roberts
4170,Robinson
4170,Switzer
4170,Wang
4171,Anglister
4171,Dahan-Shokoroy
4171,Levy
4171,Tugarinov
4172,Castagne
4172,Delepierre
4172,Terenzi
4172,Zakin
4173,Ganu
4173,Gonnella
4173,Li
4173,Melton
4173,Zhang
4174,Drakenberg
4174,Evenas
4174,Forsen
4174,Gippert
4174,Malmendal
4174,Thulin
4175,Borer
4175,Kerwood
4175,Pappalardo
4175,Pelczer
4176,Allawi
4176,SantaLucia
4177,Clark-Lewis
4177,Kim
4177,Rajarathnam
4177,Sykes
4179,Raleigh
