pdb_id
108d
149d
170d
171d
17ra
1a03
1a1p
1a1t
1a24
1a2i
1a2s
1a3p
1a4d
1a51
1a57
1a5e
1a5j
1a60
1a6x
1a7f
1a7i
1a7m
1a8n
1a8w
1a93
1a9l
1aa3
1aa9
1ab7
1abt
1abz
1ac0
1acz
1ad7
1adx
1adz
1ael
1af8
1aff
1afi
1afj
1afo
1afp
1aft
1ag7
1agg
1agt
1ah1
1ah9
1ahk
1ahl
1ai0
1aiy
1aj1
1aj3
1aj4
1ajf
1ajl
1ajt
1aju
1ajw
1ajy
1ak6
1ak7
1ak8
1akk
1akx
1al5
1al9
1ale
1alf
1alg
1amb
1amd
1anr
1ao1
1ao2
1ao4
1ao8
1ao9
1aoo
1aot
1aou
1aoy
1ap4
1ap7
1ap8
1apf
1apq
1aps
1aq5
1aqa
1aqq
1aqr
1aqs
1arj
1arr
1as5
1at4
1ato
1atv
1atw
1atx
1au5
1au6
1aud
1auz
1av3
1aw6
1aww
1awx
1awy
1ax6
1ax7
1axh
1axj
1axl
1axo
1axp
1axu
1axv
1ay3
1ayj
1ayk
1az6
1aze
1azh
1azj
1azk
1b03
1b0s
1b1v
1b22
1b2i
1b2t
1b3c
1b3p
1b4c
1b4m
1b4r
1b4y
1b5k
1b5n
1b60
1b64
1b6x
1b6y
1b75
1b9p
1b9q
1b9r
1b9u
1ba4
1ba5
1ba6
1bah
1bal
1bau
1bbg
1bbl
1bbn
1bbo
1bbx
1bc4
1bc6
1bcb
1bce
1bci
1bcn
1bct
1bd6
1bde
1be5
1beg
1bei
1bf0
1bf8
1bf9
1bfi
1bfm
1bfw
1bfy
1bgk
1bgz
1bh1
1bh4
1bha
1bhb
1bhi
1bhr
1bhu
1bip
1biv
1bj2
1bjb
1bjc
1bjh
1bjx
1bk8
1bku
1bla
1blj
1blq
1blr
1bm4
1bm5
1bm6
1bmr
1bmx
1bn0
1bnb
1bno
1bnx
1bo0
1bor
1bp8
1bq0
1bqv
1bqx
1bqz
1brv
1brz
1bsh
1bu9
1buf
1buq
1bus
1but
1bve
1bvm
1bwe
1bwg
1bwt
1bwx
1bx5
1bxd
1bxp
1by0
1bym
1byv
1byx
1bz2
1bz3
1bzb
1bzf
1bzg
1bzk
1bzt
1bzu
1c05
1c06
1c2n
1c2q
1c2u
1c32
1c34
1c3t
1c49
1c4e
1c54
1c5a
1c6s
1c7v
1c7w
1c8p
1c98
1c9a
1cb1
1cb3
1cb9
1ccf
1cdn
1ce3
1ce4
1cej
1cey
1cfa
1cfc
1cfe
1cfg
1cfl
1cfp
1chl
1chv
1cir
1cjg
1ck2
1ck5
1ck8
1ck9
1ckk
1ckr
1ckv
1ckw
1ckx
1cky
1ckz
1cl4
1clb
1cld
1clh
1cmf
1cmg
1cmr
1cmz
1cn2
1cn7
1cn8
1cn9
1cnl
1cnn
1cnp
1coc
1cok
1cop
1cou
1cq0
1cqg
1cqo
1crp
1ctl
1cur
1cw5
1cw6
1cwx
1cx1
1cxr
1cyz
